team,wins,losses,win_pct,ppg,opp_ppg,point_diff
Chattanooga Mocs,5,3,0.625,72.375,65.125,7.25
James Madison Dukes,17,5,0.7727272727272727,79.45454545454545,68.72727272727273,10.727272727272727
Towson Tigers,2,6,0.25,66.375,70.125,-3.75
Lehigh Mountain Hawks,2,4,0.3333333333333333,66.0,75.0,-9.0
Oral Roberts Golden Eagles,9,9,0.5,73.61111111111111,71.77777777777777,1.8333333333333333
Chaminade Silverswords,0,2,0.0,60.0,86.5,-26.5
Sacramento State Hornets,6,8,0.42857142857142855,66.21428571428571,67.21428571428571,-1.0
Furman Paladins,4,5,0.4444444444444444,71.22222222222223,75.22222222222223,-4.0
Tennessee State Tigers,3,3,0.5,73.66666666666667,67.66666666666667,6.0
Delaware Blue Hens,6,4,0.6,68.2,68.7,-0.5
American University Eagles,1,6,0.14285714285714285,64.57142857142857,83.42857142857143,-18.857142857142858
Lafayette Leopards,0,5,0.0,61.4,78.6,-17.2
Boston University Terriers,5,1,0.8333333333333334,79.66666666666667,63.0,16.666666666666668
Holy Cross Crusaders,1,7,0.125,64.875,83.75,-18.875
UT Martin Skyhawks,2,8,0.2,76.0,76.0,0.0
Southeast Missouri State Redhawks,4,4,0.5,71.875,67.25,4.625
Longwood Lancers,2,5,0.2857142857142857,60.714285714285715,76.71428571428571,-16.0
South Carolina Upstate Spartans,3,4,0.42857142857142855,62.42857142857143,82.0,-19.571428571428573
Houston Christian Huskies,3,12,0.2,61.6,80.86666666666666,-19.266666666666666
Texas A&M-Corpus Christi Islanders,10,13,0.43478260869565216,70.91304347826087,74.6086956521739,-3.6956521739130435
Morgan State Bears,7,13,0.35,71.3,81.5,-10.2
Stephen F. Austin Lumberjacks,3,8,0.2727272727272727,69.27272727272727,77.63636363636364,-8.363636363636363
Immaculata Mighty Macs,0,1,0.0,47.0,74.0,-27.0
Arkansas-Pine Bluff Golden Lions,6,15,0.2857142857142857,68.19047619047619,81.9047619047619,-13.714285714285714
UNC Asheville Bulldogs,4,4,0.5,71.625,75.0,-3.375
Bucknell Bison,2,7,0.2222222222222222,70.44444444444444,81.33333333333333,-10.88888888888889
Saint Francis Red Flash,3,8,0.2727272727272727,69.9090909090909,70.18181818181819,-0.2727272727272727
Sacred Heart Pioneers,3,6,0.3333333333333333,72.0,80.77777777777777,-8.777777777777779
Presbyterian Blue Hose,2,6,0.25,59.625,77.875,-18.25
Idaho Vandals,2,4,0.3333333333333333,75.83333333333333,66.16666666666667,9.666666666666666
St. Thomas-Minnesota Tommies,3,3,0.5,75.66666666666667,72.5,3.1666666666666665
Tarleton State Texans,5,9,0.35714285714285715,57.357142857142854,64.5,-7.142857142857143
UMass Lowell River Hawks,2,9,0.18181818181818182,63.27272727272727,77.9090909090909,-14.636363636363637
Cal State Bakersfield Roadrunners,4,11,0.26666666666666666,61.266666666666666,70.4,-9.133333333333333
Eastern Illinois Panthers,1,7,0.125,62.625,78.375,-15.75
Jacksonville Dolphins,4,9,0.3076923076923077,63.84615384615385,73.61538461538461,-9.76923076923077
East Texas A&M Lions,1,9,0.1,68.6,78.3,-9.7
Le Moyne Dolphins,2,2,0.5,67.75,79.25,-11.5
SIU Edwardsville Cougars,1,4,0.2,66.4,71.0,-4.6
Bethesda University Flames,0,3,0.0,65.33333333333333,102.0,-36.666666666666664
Queens University Royals,1,4,0.2,70.0,88.8,-18.8
Southern Indiana Screaming Eagles,3,3,0.5,74.5,71.5,3.0
Lindenwood Lions,0,5,0.0,61.0,82.4,-21.4
McNeese Cowboys,6,12,0.3333333333333333,64.11111111111111,73.33333333333333,-9.222222222222221
Midland University Midland,0,1,0.0,53.0,72.0,-19.0
Spalding Pelicans,0,2,0.0,42.5,76.5,-34.0
Manchester Spartans,0,1,0.0,80.0,91.0,-11.0
Ferrum Panthers,0,1,0.0,56.0,83.0,-27.0
Florida National Conquistadors,0,2,0.0,68.0,99.5,-31.5
Kentucky Wesleyan Panthers,0,1,0.0,42.0,68.0,-26.0
Peru State Bobcats,0,1,0.0,58.0,86.0,-28.0
Mayville St Comets,0,1,0.0,53.0,93.0,-40.0
Crown College Polars,0,1,0.0,61.0,86.0,-25.0
Hendrix College Warriors,0,1,0.0,51.0,71.0,-20.0
Southwestern (TX) Pirates,0,2,0.0,61.5,93.0,-31.5
Jessup University Warriors,0,1,0.0,63.0,109.0,-46.0
Eastern Kentucky Colonels,0,9,0.0,64.55555555555556,83.0,-18.444444444444443
Binghamton Bearcats,2,6,0.25,61.75,81.25,-19.5
Central State (OH) Marauders,0,1,0.0,45.0,80.0,-35.0
Christendom Crusaders,0,1,0.0,20.0,96.0,-76.0
Urbana Blue Knights,0,1,0.0,51.0,88.0,-37.0
LeTourneau Yellow Jackets,0,2,0.0,63.0,99.0,-36.0
Cornell College (IA) Rams,0,1,0.0,66.0,88.0,-22.0
Austin Peay Governors,0,9,0.0,61.0,83.88888888888889,-22.88888888888889
Benedictine (AZ) Redhawks,0,1,0.0,56.0,93.0,-37.0
North Park Vikings,0,1,0.0,66.0,79.0,-13.0
Rust Bearcats,0,2,0.0,63.5,108.5,-45.0
Howard Payne Yellow Jackets,0,1,0.0,36.0,105.0,-69.0
Portland Bible Arrows,0,1,0.0,48.0,101.0,-53.0
San Diego Christian Hawks,0,3,0.0,44.333333333333336,93.33333333333333,-49.0
Central Connecticut Blue Devils,2,4,0.3333333333333333,59.0,74.83333333333333,-15.833333333333334
Navy Midshipmen,2,3,0.4,63.4,64.6,-1.2
Elmira Soaring Eagles,0,1,0.0,33.0,70.0,-37.0
Piedmont Lions,0,2,0.0,57.0,87.0,-30.0
Mobile Rams,0,2,0.0,62.5,91.0,-28.5
St. Andrews Knights,0,2,0.0,54.0,97.0,-43.0
Emmanuel (MA) Lions,1,0,1.0,64.0,61.0,3.0
Washburn Ichabods,0,1,0.0,54.0,89.0,-35.0
William & Mary Tribe,0,4,0.0,62.75,82.75,-20.0
Olivet Comets,0,1,0.0,65.0,94.0,-29.0
Carver College Cougars,0,2,0.0,40.5,99.5,-59.0
McMurry War Hawks,0,1,0.0,54.0,81.0,-27.0
Montana-Western Bulldogs,0,1,0.0,67.0,96.0,-29.0
Transylvania Pioneers,0,1,0.0,40.0,90.0,-50.0
Lancasater Bible College Chargers,0,1,0.0,49.0,90.0,-41.0
Our Lady Of The Lake Saints,0,3,0.0,66.33333333333333,92.33333333333333,-26.0
Southern Virginia Knights,0,2,0.0,51.5,104.5,-53.0
Warner Pacific Knights,0,1,0.0,61.0,92.0,-31.0
UAlbany Great Danes,3,3,0.5,62.0,66.0,-4.0
Covenant Fighting Scots,0,1,0.0,39.0,100.0,-61.0
Defiance Yellow Jackets,0,2,0.0,37.5,103.5,-66.0
Regent Royals,0,2,0.0,40.0,92.0,-52.0
Warren Wilson Owls,0,1,0.0,32.0,110.0,-78.0
Ecclesia Royals,0,3,0.0,58.666666666666664,114.66666666666667,-56.0
Presentation College Saints,0,1,0.0,58.0,99.0,-41.0
Rogers State Hillcats,0,1,0.0,31.0,91.0,-60.0
Oakwood Ambassadors,0,2,0.0,60.5,98.0,-37.5
Pacific Lutheran Lutes,0,1,0.0,40.0,89.0,-49.0
Alliance University Warriors,0,1,0.0,67.0,113.0,-46.0
Yellowstone Christian College Centurions,0,1,0.0,43.0,104.0,-61.0
Moravian Greyhounds,0,1,0.0,55.0,94.0,-39.0
Midway University Eagles,0,1,0.0,39.0,89.0,-50.0
Erskine Flying Fleet,0,1,0.0,44.0,69.0,-25.0
Johnson University Florida Suns,0,1,0.0,58.0,104.0,-46.0
Blue Mountain Toppers,0,1,0.0,69.0,87.0,-18.0
Merchant Marine Academy Mariners,0,1,0.0,48.0,106.0,-58.0
Keene St Owls,0,1,0.0,54.0,92.0,-38.0
LaGrange Panthers,0,1,0.0,80.0,110.0,-30.0
Nelson Lions,0,1,0.0,49.0,118.0,-69.0
Dallas Christian Crusaders,0,1,0.0,52.0,102.0,-50.0
Rochester University (MI) Warriors,0,1,0.0,65.0,93.0,-28.0
Rockford Regents,0,1,0.0,56.0,113.0,-57.0
District Of Columbia Firebirds,0,1,0.0,74.0,87.0,-13.0
North American Stallions,0,3,0.0,60.0,90.0,-30.0
Pittsburgh - Greensburg Bobcats,0,1,0.0,49.0,84.0,-35.0
Mercy Mavericks,0,1,0.0,66.0,106.0,-40.0
Cairn University Highlanders,0,2,0.0,61.5,84.0,-22.5
Champion Christian Tigers,0,2,0.0,60.0,105.5,-45.5
Missouri S&T Miners,0,1,0.0,47.0,82.0,-35.0
Western Colorado Mountaineers,0,1,0.0,64.0,91.0,-27.0
Cal Maritime Keelhaulers,0,2,0.0,55.5,98.0,-42.5
Puget Sound Loggers,0,1,0.0,55.0,106.0,-51.0
Goshen Maple Leafs,0,1,0.0,44.0,87.0,-43.0
Stonehill Skyhawks,2,8,0.2,63.7,80.4,-16.7
Cincinnati Clermont Cougars,0,1,0.0,49.0,89.0,-40.0
Belhaven Blazers,0,1,0.0,38.0,90.0,-52.0
Brevard Tornados,0,1,0.0,46.0,94.0,-48.0
College of New Jersey Lions,0,1,0.0,50.0,87.0,-37.0
Bryn Athyn Lions,0,1,0.0,43.0,90.0,-47.0
Lyon Scots,0,1,0.0,46.0,83.0,-37.0
St. Francis (IL) Fighting Saints,0,1,0.0,63.0,65.0,-2.0
Campbellsville-Harrodsburg Pioneers,0,1,0.0,54.0,107.0,-53.0
Dakota State Trojans,0,1,0.0,64.0,82.0,-18.0
Cardinal Stritch Wolves,0,1,0.0,38.0,112.0,-74.0
Kentucky State Thorobreds,0,2,0.0,55.0,120.5,-65.5
Trinity College of Jacksonville Eagles,0,2,0.0,39.0,71.5,-32.5
Massachusetts College of Liberal Arts Mohawks,0,1,0.0,52.0,107.0,-55.0
Lindsey Wilson Blue Raiders,0,1,0.0,53.0,90.0,-37.0
Southwestern Adventist Knights,0,2,0.0,45.5,116.0,-70.5
University of Saint Katherine Saint Katherine,0,1,0.0,48.0,91.0,-43.0
FDU Florham Devils,0,1,0.0,45.0,82.0,-37.0
Southern-New Orleans Knights,0,1,0.0,61.0,118.0,-57.0
Truett-McConnell Bears,0,2,0.0,57.5,91.5,-34.0
St. Mary's (MD) Seahawks,0,1,0.0,41.0,91.0,-50.0
William Woods Owls,0,1,0.0,49.0,87.0,-38.0
Paul Quinn Tigers,0,1,0.0,46.0,76.0,-30.0
Jarvis Christian Bulldogs,0,2,0.0,58.0,103.0,-45.0
Crowley's Ridge Pioneers,0,2,0.0,57.5,95.0,-37.5
Colorado Christian Cougars,1,1,0.5,66.5,77.5,-11.0
Wisconsin-Stout Blue Devils,0,2,0.0,61.5,91.5,-30.0
Montana State-Northern Lights,0,1,0.0,51.0,63.0,-12.0
Westcliff Warriors,0,1,0.0,57.0,78.0,-21.0
Occidental Tigers,0,1,0.0,57.0,95.0,-38.0
Schreiner Mountaineers,0,2,0.0,63.0,102.5,-39.5
Antelope Valley,0,1,0.0,54.0,80.0,-26.0
Eureka Red Devils,0,2,0.0,53.0,85.5,-32.5
Northwest Indian RedHawks,0,1,0.0,51.0,125.0,-74.0
Fairmont St Falcons,0,1,0.0,74.0,93.0,-19.0
Bob Jones Bruins,0,1,0.0,55.0,116.0,-61.0
Cal State LA Golden Eagles,0,1,0.0,69.0,92.0,-23.0
Davis & Elkins Senators,0,1,0.0,66.0,105.0,-39.0
Glenville State Pioneers,0,1,0.0,73.0,99.0,-26.0
Allen University Yellow Jackets,0,1,0.0,70.0,90.0,-20.0
Anderson (SC) Trojans,0,1,0.0,79.0,106.0,-27.0
Spring Hill Badgers,0,1,0.0,53.0,82.0,-29.0
Dillard Blue Devils,0,1,0.0,71.0,79.0,-8.0
Westmont Warriors,0,1,0.0,53.0,80.0,-27.0
Life Pacific Warriors,0,1,0.0,52.0,97.0,-45.0
Eastern Oregon Mountaineers,0,2,0.0,49.5,121.5,-72.0
East-West University Phantoms,0,2,0.0,58.0,97.0,-39.0
Calumet Crimson Wave,0,2,0.0,52.0,97.5,-45.5
Stanislaus State Warriors,0,2,0.0,37.0,87.5,-50.5
John Brown Golden Eagles,0,1,0.0,70.0,96.0,-26.0
Keystone Giants,0,1,0.0,59.0,130.0,-71.0
Berea Mountaineers,0,1,0.0,59.0,98.0,-39.0
Virginia-Lynchburg Dragons,0,2,0.0,66.5,110.0,-43.5
Bethel (IN) Pilots,0,1,0.0,62.0,81.0,-19.0
Colby-Sawyer Chargers,0,1,0.0,36.0,95.0,-59.0
CSU Pueblo Thunderwolves,0,1,0.0,54.0,86.0,-32.0
Penn State-Alleghany Nittany Lions,0,1,0.0,49.0,117.0,-68.0
Arlington Baptist Patriots,0,2,0.0,53.0,118.5,-65.5
Texas Lutheran Bulldogs,0,1,0.0,50.0,102.0,-52.0
Westminster (PA) Titans,0,1,0.0,45.0,117.0,-72.0
Houghton Highlanders,0,1,0.0,72.0,92.0,-20.0
Thomas (ME) Terriers,0,2,0.0,61.5,95.0,-33.5
Bluefield University Ramblin' Rams,0,1,0.0,70.0,103.0,-33.0
Central Christian College Tigers,0,1,0.0,56.0,99.0,-43.0
Adams State Grizzlies,0,2,0.0,72.0,97.5,-25.5
SUNY-Canton Roos,0,1,0.0,62.0,95.0,-33.0
Toccoa Falls Eagles,0,1,0.0,61.0,110.0,-49.0
North Greenville Crusaders,0,1,0.0,54.0,79.0,-25.0
Dakota Wesleyan Tigers,0,2,0.0,65.5,85.0,-19.5
Tabor,0,1,0.0,57.0,88.0,-31.0
La Sierra Golden Eagles,0,1,0.0,51.0,79.0,-28.0
Columbia International Rams,0,1,0.0,59.0,89.0,-30.0
Sarah Lawrence Gryphons,0,1,0.0,46.0,92.0,-46.0
Lincoln University (CA) Oaklanders,0,1,0.0,80.0,117.0,-37.0
West Virginia Wesleyan Bobcats,0,1,0.0,63.0,93.0,-30.0
St. Thomas (TX) Celts,0,1,0.0,54.0,80.0,-26.0
Whittier Poets,0,1,0.0,66.0,100.0,-34.0
Willamette Bearcats,0,1,0.0,69.0,100.0,-31.0
Milligan Buffaloes,0,1,0.0,69.0,78.0,-9.0
UNT Dallas Trailblazers,1,0,1.0,69.0,68.0,1.0
Franciscan University Barons,0,1,0.0,47.0,104.0,-57.0
Chadron State Eagles,0,1,0.0,72.0,87.0,-15.0
Northern New Mexico Eagles,0,1,0.0,50.0,87.0,-37.0
Mercyhurst Lakers,0,1,0.0,63.0,72.0,-9.0
Morehouse Maroon Tigers,1,0,1.0,79.0,76.0,3.0
Washington Adventist Shock,0,1,0.0,42.0,105.0,-63.0
