game_id,gameday,home_team,away_team,home_win,point_diff,home_rolling_ppg,home_rolling_papg,home_rolling_diff,away_rolling_ppg,away_rolling_papg,away_rolling_diff,ppg_differential,papg_differential,overall_differential,home_advantage,week,is_divisional,spread_line,home_moneyline,away_moneyline
2020_06_ARI_DAL,2020-10-19,DAL,ARI,0,-28.0,32.6,36.0,-3.3999999999999986,25.6,20.4,5.200000000000003,7.0,15.600000000000001,-8.600000000000001,1,6,0,1.0,-114.0,103.0
2020_07_NYG_PHI,2020-10-22,PHI,NYG,1,1.0,24.8,29.6,-4.800000000000001,17.0,25.2,-8.2,7.800000000000001,4.400000000000002,3.3999999999999986,1,7,1,5.0,-223.0,197.0
2020_07_JAX_LAC,2020-10-25,LAC,JAX,1,10.0,22.0,25.0,-3.0,19.6,32.2,-12.600000000000001,2.3999999999999986,-7.200000000000003,9.600000000000001,1,7,0,8.0,-389.0,325.0
2020_07_KC_DEN,2020-10-25,DEN,KC,0,-27.0,20.0,22.0,-2.0,28.2,21.4,6.800000000000001,-8.2,0.6000000000000014,-8.8,1,7,1,-7.0,260.0,-302.0
2020_07_TB_LV,2020-10-25,LV,TB,0,-25.0,30.2,30.4,-0.1999999999999993,30.8,17.6,13.2,-0.6000000000000014,12.799999999999997,-13.399999999999999,1,7,0,-3.5,171.0,-192.0
2020_07_DAL_WAS,2020-10-25,WAS,DAL,1,22.0,16.2,29.0,-12.8,31.2,39.6,-8.400000000000002,-15.0,-10.600000000000001,-4.399999999999999,1,7,1,-1.0,100.0,-110.0
2020_07_PIT_TEN,2020-10-25,TEN,PIT,0,-3.0,32.8,25.2,7.599999999999998,31.2,18.8,12.399999999999999,1.5999999999999979,6.399999999999999,-4.800000000000001,1,7,0,1.0,-114.0,103.0
2020_07_CLE_CIN,2020-10-25,CIN,CLE,0,-3.0,23.2,28.2,-5.0,31.4,29.8,1.5999999999999979,-8.2,-1.6000000000000014,-6.599999999999998,1,7,1,-4.5,179.0,-201.0
2020_07_CAR_NO,2020-10-25,NO,CAR,1,3.0,30.6,30.0,0.6000000000000014,21.6,21.4,0.20000000000000284,9.0,8.600000000000001,0.3999999999999986,1,7,1,7.0,-317.0,271.0
2020_07_GB_HOU,2020-10-25,HOU,GB,0,-15.0,25.2,29.6,-4.400000000000002,32.4,27.8,4.599999999999998,-7.199999999999999,1.8000000000000007,-9.0,1,7,0,-2.5,127.0,-140.0
2020_07_DET_ATL,2020-10-25,ATL,DET,0,-1.0,27.4,29.2,-1.8000000000000007,26.6,28.6,-2.0,0.7999999999999972,0.5999999999999979,0.1999999999999993,1,7,0,1.0,-113.0,102.0
2020_07_SF_NE,2020-10-25,NE,SF,0,-27.0,21.8,22.0,-0.1999999999999993,25.6,21.2,4.400000000000002,-3.8000000000000007,0.8000000000000007,-4.600000000000001,1,7,0,3.0,-167.0,150.0
2020_07_BUF_NYJ,2020-10-25,NYJ,BUF,0,-8.0,11.6,31.6,-20.0,25.8,30.2,-4.399999999999999,-14.200000000000001,1.4000000000000021,-15.600000000000001,1,7,1,-9.5,327.0,-391.0
2020_07_SEA_ARI,2020-10-25,ARI,SEA,1,3.0,28.4,18.4,10.0,33.8,27.0,6.799999999999997,-5.399999999999999,-8.600000000000001,3.200000000000003,1,7,1,-3.5,166.0,-186.0
2020_07_CHI_LA,2020-10-26,LA,CHI,1,14.0,26.4,19.4,7.0,20.2,18.6,1.5999999999999979,6.199999999999999,0.7999999999999972,5.400000000000002,1,7,0,6.5,-291.0,251.0
2020_08_ATL_CAR,2020-10-29,CAR,ATL,0,-8.0,23.0,20.6,2.3999999999999986,24.0,25.8,-1.8000000000000007,-1.0,-5.199999999999999,4.199999999999999,1,8,1,1.5,-115.0,104.0
2020_08_DAL_PHI,2020-11-01,PHI,DAL,1,14.0,25.4,26.4,-1.0,23.8,36.8,-12.999999999999996,1.5999999999999979,-10.399999999999999,11.999999999999996,1,8,1,10.0,-403.0,335.0
2020_08_SF_SEA,2020-11-01,SEA,SF,1,10.0,33.0,29.4,3.6000000000000014,26.0,19.8,6.199999999999999,7.0,9.599999999999998,-2.599999999999998,1,8,1,1.0,-110.0,-100.0
2020_08_NO_CHI,2020-11-01,CHI,NO,0,-3.0,18.8,20.8,-2.0,29.2,30.2,-1.0,-10.399999999999999,-9.399999999999999,-1.0,1,8,0,-5.5,202.0,-229.0
2020_08_LA_MIA,2020-11-01,MIA,LA,1,11.0,29.8,18.4,11.400000000000002,23.8,17.6,6.199999999999999,6.0,0.7999999999999972,5.200000000000003,1,8,0,-3.5,157.0,-176.0
2020_08_NYJ_KC,2020-11-01,KC,NYJ,1,26.0,32.2,20.6,11.600000000000001,11.0,29.0,-18.0,21.200000000000003,-8.399999999999999,29.6,1,8,0,20.0,-1965.0,1204.0
2020_08_LAC_DEN,2020-11-01,DEN,LAC,1,1.0,20.4,27.4,-7.0,26.6,28.2,-1.5999999999999979,-6.200000000000003,-0.8000000000000007,-5.400000000000002,1,8,1,-3.0,132.0,-146.0
2020_08_IND_DET,2020-11-01,DET,IND,0,-20.0,26.6,27.6,-1.0,27.4,17.6,9.799999999999997,-0.7999999999999972,10.0,-10.799999999999997,1,8,0,-3.5,165.0,-185.0
2020_08_LV_CLE,2020-11-01,CLE,LV,0,-10.0,31.8,30.6,1.1999999999999993,27.4,33.4,-6.0,4.400000000000002,-2.799999999999997,7.199999999999999,1,8,0,1.0,-130.0,117.0
2020_08_TEN_CIN,2020-11-01,CIN,TEN,1,11.0,24.0,28.6,-4.600000000000001,34.4,27.8,6.599999999999998,-10.399999999999999,0.8000000000000007,-11.2,1,8,0,-7.5,274.0,-321.0
2020_08_NE_BUF,2020-11-01,BUF,NE,1,3.0,23.2,26.6,-3.400000000000002,18.8,26.4,-7.599999999999998,4.399999999999999,0.20000000000000284,4.199999999999996,1,8,1,4.0,-197.0,175.0
2020_08_PIT_BAL,2020-11-01,BAL,PIT,0,-4.0,28.2,19.6,8.599999999999998,31.4,20.4,11.0,-3.1999999999999993,-0.7999999999999972,-2.400000000000002,1,8,1,4.0,-200.0,178.0
2020_08_MIN_GB,2020-11-01,GB,MIN,0,-6.0,30.8,25.0,5.800000000000001,24.2,29.8,-5.600000000000001,6.600000000000001,-4.800000000000001,11.400000000000002,1,8,1,5.5,-249.0,218.0
2020_08_TB_NYG,2020-11-02,NYG,TB,0,-2.0,18.6,26.2,-7.599999999999998,33.6,18.2,15.400000000000002,-15.0,8.0,-23.0,1,8,0,-13.0,470.0,-598.0
2020_09_GB_SF,2020-11-05,SF,GB,0,-17.0,24.2,25.4,-1.1999999999999993,26.8,26.4,0.40000000000000213,-2.6000000000000014,-1.0,-1.6000000000000014,1,9,0,-6.0,215.0,-246.0
2020_09_NYG_WAS,2020-11-08,WAS,NYG,0,-3.0,18.2,23.6,-5.400000000000002,21.4,24.0,-2.6000000000000014,-3.1999999999999993,-0.3999999999999986,-2.8000000000000007,1,9,1,3.0,-162.0,145.0
2020_09_NO_TB,2020-11-08,TB,NO,0,-35.0,33.0,20.8,12.2,29.6,28.0,1.6000000000000014,3.3999999999999986,-7.199999999999999,10.599999999999998,1,9,1,3.0,-179.0,160.0
2020_09_PIT_DAL,2020-11-08,DAL,PIT,0,-5.0,19.4,33.8,-14.399999999999999,31.8,21.0,10.8,-12.400000000000002,12.799999999999997,-25.2,1,9,0,-14.0,591.0,-789.0
2020_09_LV_LAC,2020-11-08,LAC,LV,0,-5.0,28.6,29.8,-1.1999999999999993,23.8,29.8,-6.0,4.800000000000001,0.0,4.800000000000001,1,9,1,-1.0,102.0,-112.0
2020_09_CHI_TEN,2020-11-08,TEN,CHI,1,7.0,31.8,28.0,3.8000000000000007,17.4,20.8,-3.400000000000002,14.400000000000002,7.199999999999999,7.200000000000003,1,9,0,6.5,-280.0,243.0
2020_09_MIA_ARI,2020-11-08,ARI,MIA,0,-3.0,29.8,22.2,7.600000000000001,29.8,15.6,14.200000000000001,0.0,6.6,-6.6,1,9,0,6.0,-241.0,211.0
2020_09_CAR_KC,2020-11-08,KC,CAR,1,2.0,32.4,18.4,14.0,22.2,22.4,-0.1999999999999993,10.2,-4.0,14.2,1,9,0,10.0,-445.0,365.0
2020_09_HOU_JAX,2020-11-08,JAX,HOU,0,-2.0,19.4,33.4,-14.0,26.0,30.0,-4.0,-6.600000000000001,3.3999999999999986,-10.0,1,9,1,-7.0,249.0,-289.0
2020_09_BAL_IND,2020-11-08,IND,BAL,0,-14.0,30.0,19.6,10.399999999999999,26.4,22.0,4.399999999999999,3.6000000000000014,-2.3999999999999986,6.0,1,9,0,1.0,-104.0,-106.0
2020_09_SEA_BUF,2020-11-08,BUF,SEA,1,10.0,21.0,24.4,-3.3999999999999986,33.4,28.8,4.599999999999998,-12.399999999999999,-4.400000000000002,-7.9999999999999964,1,9,0,-3.0,147.0,-164.0
2020_09_DEN_ATL,2020-11-08,ATL,DEN,1,7.0,23.8,23.2,0.6000000000000014,22.4,28.2,-5.800000000000001,1.4000000000000021,-5.0,6.400000000000002,1,9,0,4.5,-218.0,193.0
2020_09_DET_MIN,2020-11-08,MIN,DET,1,14.0,27.6,28.6,-1.0,26.6,27.4,-0.7999999999999972,1.0,1.2000000000000028,-0.20000000000000284,1,9,1,3.0,-173.0,155.0
2020_09_NE_NYJ,2020-11-09,NYJ,NE,0,-3.0,11.4,28.8,-17.4,17.0,24.2,-7.199999999999999,-5.6,4.600000000000001,-10.2,1,9,1,-9.5,312.0,-372.0
2020_10_IND_TEN,2020-11-12,TEN,IND,0,-17.0,30.4,25.4,5.0,24.8,23.0,1.8000000000000007,5.599999999999998,2.3999999999999986,3.1999999999999993,1,10,1,-1.0,105.0,-115.0
2020_10_BAL_NE,2020-11-15,NE,BAL,1,6.0,15.8,25.6,-9.8,27.2,17.2,10.0,-11.399999999999999,8.400000000000002,-19.8,1,10,0,-7.0,272.0,-318.0
2020_10_CIN_PIT,2020-11-15,PIT,CIN,1,26.0,31.0,20.6,10.399999999999999,25.6,28.0,-2.3999999999999986,5.399999999999999,-7.399999999999999,12.799999999999997,1,10,1,6.5,-297.0,255.0
2020_10_SF_NO,2020-11-15,NO,SF,1,14.0,31.2,21.2,10.0,23.6,27.2,-3.599999999999998,7.599999999999998,-6.0,13.599999999999998,1,10,0,9.5,-387.0,323.0
2020_10_SEA_LA,2020-11-15,LA,SEA,1,7.0,20.8,16.2,4.600000000000001,32.6,31.4,1.2000000000000028,-11.8,-15.2,3.3999999999999986,1,10,1,3.0,-146.0,132.0
2020_10_LAC_MIA,2020-11-15,MIA,LAC,1,8.0,30.4,19.2,11.2,30.6,31.8,-1.1999999999999993,-0.20000000000000284,-12.600000000000001,12.399999999999999,1,10,0,1.0,-115.0,104.0
2020_10_DEN_LV,2020-11-15,LV,DEN,1,25.0,26.0,27.8,-1.8000000000000007,25.8,29.4,-3.599999999999998,0.1999999999999993,-1.5999999999999979,1.7999999999999972,1,10,1,3.5,-188.0,168.0
2020_10_BUF_ARI,2020-11-15,ARI,BUF,1,2.0,31.4,23.8,7.599999999999998,23.8,26.6,-2.8000000000000007,7.599999999999998,-2.8000000000000007,10.399999999999999,1,10,0,3.0,-153.0,138.0
2020_10_JAX_GB,2020-11-15,GB,JAX,1,4.0,26.2,23.8,2.3999999999999986,21.8,32.6,-10.8,4.399999999999999,-8.8,13.2,1,10,0,13.5,-893.0,653.0
2020_10_WAS_DET,2020-11-15,DET,WAS,1,3.0,25.4,29.6,-4.200000000000003,18.2,21.4,-3.1999999999999993,7.199999999999999,8.200000000000003,-1.0000000000000036,1,10,0,2.5,-136.0,123.0
2020_10_HOU_CLE,2020-11-15,CLE,HOU,1,3.0,26.2,29.8,-3.6000000000000014,27.2,29.4,-2.1999999999999993,-1.0,0.40000000000000213,-1.4000000000000021,1,10,0,4.5,-217.0,192.0
2020_10_TB_CAR,2020-11-15,CAR,TB,0,-23.0,22.2,24.8,-2.6000000000000014,26.0,22.2,3.8000000000000007,-3.8000000000000007,2.6000000000000014,-6.400000000000002,1,10,1,-6.0,226.0,-259.0
2020_10_PHI_NYG,2020-11-15,NYG,PHI,1,10.0,24.2,24.6,-0.40000000000000213,25.4,23.6,1.7999999999999972,-1.1999999999999993,1.0,-2.1999999999999993,1,10,1,-4.5,194.0,-219.0
2020_10_MIN_CHI,2020-11-16,CHI,MIN,0,-6.0,18.6,21.8,-3.1999999999999993,28.4,26.4,2.0,-9.799999999999997,-4.599999999999998,-5.199999999999999,1,10,1,-3.5,152.0,-170.0
2020_11_ARI_SEA,2020-11-19,SEA,ARI,1,7.0,29.6,31.4,-1.7999999999999972,33.6,23.6,10.0,-4.0,7.799999999999997,-11.799999999999997,1,11,1,3.0,-164.0,147.0
2020_11_MIA_DEN,2020-11-22,DEN,MIA,1,7.0,20.8,31.2,-10.399999999999999,31.6,17.2,14.400000000000002,-10.8,14.0,-24.8,1,11,0,-4.0,174.0,-196.0
2020_11_KC_LV,2020-11-22,LV,KC,0,-4.0,28.8,24.2,4.600000000000001,33.8,22.6,11.199999999999996,-4.9999999999999964,1.5999999999999979,-6.599999999999994,1,11,1,-7.5,296.0,-351.0
2020_11_DAL_MIN,2020-11-22,MIN,DAL,0,-3.0,26.0,24.4,1.6000000000000014,15.6,28.8,-13.200000000000001,10.4,-4.400000000000002,14.800000000000002,1,11,0,7.0,-304.0,261.0
2020_11_GB_IND,2020-11-22,IND,GB,1,3.0,27.8,24.2,3.6000000000000014,25.0,24.6,0.3999999999999986,2.8000000000000007,-0.40000000000000213,3.200000000000003,1,11,0,1.5,-120.0,109.0
2020_11_NYJ_LAC,2020-11-22,LAC,NYJ,1,6.0,28.6,30.0,-1.3999999999999986,11.2,27.4,-16.2,17.400000000000002,2.6000000000000014,14.8,1,11,0,10.0,-425.0,351.0
2020_11_CIN_WAS,2020-11-22,WAS,CIN,1,11.0,20.2,21.2,-1.0,21.0,30.2,-9.2,-0.8000000000000007,-9.0,8.2,1,11,0,2.0,-121.0,110.0
2020_11_NE_HOU,2020-11-22,HOU,NE,1,7.0,24.0,25.2,-1.1999999999999993,18.4,23.8,-5.400000000000002,5.600000000000001,1.3999999999999986,4.200000000000003,1,11,0,-2.5,132.0,-147.0
2020_11_PIT_JAX,2020-11-22,JAX,PIT,0,-24.0,20.8,30.8,-10.0,30.6,16.8,13.8,-9.8,14.0,-23.8,1,11,0,-11.0,386.0,-475.0
2020_11_ATL_NO,2020-11-22,NO,ATL,1,15.0,29.6,18.0,11.600000000000001,27.4,22.6,4.799999999999997,2.200000000000003,-4.600000000000001,6.800000000000004,1,11,1,3.5,-181.0,162.0
2020_11_PHI_CLE,2020-11-22,CLE,PHI,1,5.0,18.4,23.6,-5.200000000000003,23.8,25.0,-1.1999999999999993,-5.400000000000002,-1.3999999999999986,-4.0000000000000036,1,11,0,2.5,-135.0,122.0
2020_11_DET_CAR,2020-11-22,CAR,DET,1,20.0,22.2,30.8,-8.600000000000001,25.6,28.0,-2.3999999999999986,-3.400000000000002,2.8000000000000007,-6.200000000000003,1,11,0,-3.0,152.0,-169.0
2020_11_TEN_BAL,2020-11-22,BAL,TEN,0,-6.0,24.4,18.4,6.0,25.4,29.0,-3.6000000000000014,-1.0,-10.600000000000001,9.600000000000001,1,11,0,6.0,-253.0,221.0
2020_11_LA_TB,2020-11-23,TB,LA,0,-3.0,31.4,22.8,8.599999999999998,22.0,17.6,4.399999999999999,9.399999999999999,5.199999999999999,4.199999999999999,1,11,0,4.0,-195.0,173.0
2020_12_HOU_DET,2020-11-26,DET,HOU,0,-16.0,18.8,28.8,-10.0,23.4,26.4,-3.0,-4.599999999999998,2.400000000000002,-7.0,1,12,0,-3.0,139.0,-155.0
2020_12_WAS_DAL,2020-11-26,DAL,WAS,0,-25.0,14.4,27.6,-13.200000000000001,22.2,17.0,5.199999999999999,-7.799999999999999,10.600000000000001,-18.4,1,12,1,2.5,-135.0,122.0
2020_12_KC_TB,2020-11-29,TB,KC,0,-3.0,28.6,26.2,2.400000000000002,34.4,20.8,13.599999999999998,-5.799999999999997,5.399999999999999,-11.199999999999996,1,12,0,-3.5,149.0,-166.0
2020_12_SF_LA,2020-11-29,LA,SF,0,-3.0,21.4,20.4,1.0,22.8,24.0,-1.1999999999999993,-1.4000000000000021,-3.6000000000000014,2.1999999999999993,1,12,1,5.0,-215.0,190.0
2020_12_NO_DEN,2020-11-29,DEN,NO,0,-28.0,21.2,31.4,-10.2,28.4,14.4,13.999999999999998,-7.199999999999999,17.0,-24.199999999999996,1,12,0,-17.0,906.0,-1350.0
2020_12_MIA_NYJ,2020-11-29,NYJ,MIA,0,-17.0,14.8,28.2,-13.399999999999999,25.6,17.8,7.800000000000001,-10.8,10.399999999999999,-21.2,1,12,1,-7.5,296.0,-350.0
2020_12_ARI_NE,2020-11-29,NE,ARI,1,3.0,20.0,25.6,-5.600000000000001,31.8,27.2,4.600000000000001,-11.8,-1.5999999999999979,-10.200000000000003,1,12,0,-1.0,104.0,-115.0
2020_12_NYG_CIN,2020-11-29,CIN,NYG,0,-2.0,22.2,28.8,-6.600000000000001,22.8,20.6,2.1999999999999993,-0.6000000000000014,8.2,-8.8,1,12,0,-6.5,227.0,-260.0
2020_12_CLE_JAX,2020-11-29,JAX,CLE,0,-2.0,18.6,30.2,-11.599999999999998,16.4,22.4,-6.0,2.200000000000003,7.800000000000001,-5.599999999999998,1,12,0,-7.5,284.0,-334.0
2020_12_TEN_IND,2020-11-29,IND,TEN,0,-19.0,30.0,24.0,6.0,23.0,26.6,-3.6000000000000014,7.0,-2.6000000000000014,9.600000000000001,1,12,1,3.0,-147.0,133.0
2020_12_CHI_GB,2020-11-29,GB,CHI,1,16.0,29.2,23.8,5.399999999999999,17.2,21.8,-4.600000000000001,12.0,2.0,10.0,1,12,1,7.5,-346.0,293.0
2020_12_LAC_BUF,2020-11-29,BUF,LAC,1,10.0,26.6,24.6,2.0,30.0,29.6,0.3999999999999986,-3.3999999999999986,-5.0,1.6000000000000014,1,12,0,4.5,-214.0,189.0
2020_12_LV_ATL,2020-11-29,ATL,LV,1,37.0,26.0,22.8,3.1999999999999993,27.0,24.8,2.1999999999999993,-1.0,-2.0,1.0,1,12,0,-3.5,164.0,-184.0
2020_12_CAR_MIN,2020-11-29,MIN,CAR,1,1.0,26.4,25.2,1.1999999999999993,23.0,26.2,-3.1999999999999993,3.3999999999999986,-1.0,4.399999999999999,1,12,0,3.0,-145.0,131.0
2020_12_SEA_PHI,2020-11-30,PHI,SEA,0,-6.0,21.4,21.8,-0.40000000000000213,29.8,30.4,-0.5999999999999979,-8.400000000000002,-8.599999999999998,0.19999999999999574,1,12,0,-6.5,237.0,-274.0
2020_12_BAL_PIT,2020-12-02,PIT,BAL,1,5.0,28.4,16.0,12.399999999999999,23.8,23.8,0.0,4.599999999999998,-7.800000000000001,12.399999999999999,1,12,1,10.5,-518.0,416.0
2020_13_NO_ATL,2020-12-06,ATL,NO,0,-5.0,26.6,19.4,7.200000000000003,29.2,10.2,19.0,-2.599999999999998,9.2,-11.799999999999997,1,13,1,-2.5,127.0,-141.0
2020_13_DEN_KC,2020-12-06,KC,DEN,1,6.0,34.6,22.2,12.400000000000002,18.6,29.0,-10.399999999999999,16.0,-6.800000000000001,22.8,1,13,1,13.0,-660.0,510.0
2020_13_PHI_GB,2020-12-06,GB,PHI,1,14.0,30.4,24.8,5.599999999999998,19.2,20.4,-1.1999999999999993,11.2,4.400000000000002,6.799999999999997,1,13,0,8.0,-393.0,328.0
2020_13_NYG_SEA,2020-12-06,SEA,NYG,0,-5.0,27.6,26.4,1.2000000000000028,22.6,20.2,2.400000000000002,5.0,6.199999999999999,-1.1999999999999993,1,13,0,11.0,-514.0,413.0
2020_13_LA_ARI,2020-12-06,ARI,LA,0,-10.0,27.6,29.2,-1.5999999999999979,22.2,20.2,2.0,5.400000000000002,9.0,-3.599999999999998,1,13,1,-2.5,130.0,-144.0
2020_13_CLE_TEN,2020-12-06,TEN,CLE,0,-6.0,27.2,26.4,0.8000000000000007,20.4,19.8,0.5999999999999979,6.800000000000001,6.599999999999998,0.20000000000000284,1,13,0,4.0,-200.0,178.0
2020_13_NE_LAC,2020-12-06,LAC,NE,0,-45.0,25.6,29.2,-3.599999999999998,22.8,22.4,0.40000000000000213,2.8000000000000007,6.800000000000001,-4.0,1,13,0,2.5,-129.0,117.0
2020_13_JAX_MIN,2020-12-06,MIN,JAX,1,3.0,27.4,22.6,4.799999999999997,20.4,28.8,-8.400000000000002,7.0,-6.199999999999999,13.2,1,13,0,10.5,-445.0,365.0
2020_13_CIN_MIA,2020-12-06,MIA,CIN,1,12.0,24.8,18.4,6.400000000000002,20.2,26.4,-6.199999999999999,4.600000000000001,-8.0,12.600000000000001,1,13,0,10.5,-491.0,397.0
2020_13_IND_HOU,2020-12-06,HOU,IND,0,-6.0,24.4,23.0,1.3999999999999986,29.0,27.6,1.3999999999999986,-4.600000000000001,-4.600000000000001,0.0,1,13,1,-3.5,157.0,-176.0
2020_13_DET_CHI,2020-12-06,CHI,DET,0,-4.0,17.6,26.8,-9.2,19.2,32.6,-13.400000000000002,-1.5999999999999979,-5.800000000000001,4.200000000000003,1,13,1,3.0,-161.0,145.0
2020_13_LV_NYJ,2020-12-06,NYJ,LV,0,-3.0,15.4,27.4,-11.999999999999998,24.2,24.4,-0.1999999999999993,-8.799999999999999,3.0,-11.799999999999999,1,13,0,-7.5,295.0,-349.0
2020_13_WAS_PIT,2020-12-07,PIT,WAS,0,-6.0,26.8,14.0,12.8,26.6,16.2,10.400000000000002,0.1999999999999993,-2.1999999999999993,2.3999999999999986,1,13,0,5.5,-265.0,231.0
2020_13_BUF_SF,2020-12-07,SF,BUF,0,-10.0,22.6,24.8,-2.1999999999999993,28.6,22.8,5.800000000000001,-6.0,2.0,-8.0,1,13,0,1.5,-122.0,110.0
2020_13_DAL_BAL,2020-12-08,BAL,DAL,1,17.0,20.6,22.0,-1.3999999999999986,15.6,28.2,-12.6,5.000000000000002,-6.199999999999999,11.200000000000001,1,13,0,8.5,-390.0,326.0
2020_14_NE_LA,2020-12-10,LA,NE,1,21.0,25.0,23.8,1.1999999999999993,27.6,17.6,10.0,-2.6000000000000014,6.199999999999999,-8.8,1,14,0,5.0,-228.0,201.0
2020_14_NYJ_SEA,2020-12-13,SEA,NYJ,1,37.0,22.6,24.4,-1.7999999999999972,19.0,30.0,-11.0,3.6000000000000014,-5.600000000000001,9.200000000000003,1,14,0,16.5,-1032.0,734.0
2020_14_PIT_BUF,2020-12-13,BUF,PIT,1,11.0,31.8,25.6,6.199999999999999,24.6,13.8,10.8,7.199999999999999,11.8,-4.600000000000001,1,14,0,2.0,-124.0,112.0
2020_14_NO_PHI,2020-12-13,PHI,NO,1,3.0,18.0,22.2,-4.199999999999999,28.2,8.8,19.4,-10.2,13.399999999999999,-23.599999999999998,1,14,0,-7.5,284.0,-335.0
2020_14_ATL_LAC,2020-12-13,LAC,ATL,1,3.0,19.6,32.0,-12.399999999999999,25.4,19.0,6.399999999999999,-5.799999999999997,13.0,-18.799999999999997,1,14,0,1.0,-118.0,107.0
2020_14_GB_DET,2020-12-13,DET,GB,0,-7.0,21.8,30.4,-8.599999999999998,32.0,22.4,9.600000000000001,-10.2,8.0,-18.2,1,14,1,-9.5,292.0,-345.0
2020_14_IND_LV,2020-12-13,LV,IND,0,-17.0,27.2,28.8,-1.6000000000000014,26.0,27.4,-1.3999999999999986,1.1999999999999993,1.4000000000000021,-0.20000000000000284,1,14,0,-2.5,118.0,-130.0
2020_14_WAS_SF,2020-12-13,SF,WAS,0,-8.0,20.8,30.4,-9.599999999999998,26.2,19.0,7.199999999999999,-5.399999999999999,11.399999999999999,-16.799999999999997,1,14,0,3.0,-149.0,134.0
2020_14_ARI_NYG,2020-12-13,NYG,ARI,0,-19.0,21.8,18.2,3.6000000000000014,25.8,30.0,-4.199999999999999,-4.0,-11.8,7.800000000000001,1,14,0,-3.0,139.0,-154.0
2020_14_KC_MIA,2020-12-13,MIA,KC,0,-6.0,23.0,16.4,6.600000000000001,30.4,22.2,8.2,-7.399999999999999,-5.800000000000001,-1.5999999999999979,1,14,0,-7.5,281.0,-330.0
2020_14_TEN_JAX,2020-12-13,JAX,TEN,0,-21.0,19.4,26.4,-7.0,30.2,28.4,1.8000000000000007,-10.8,-2.0,-8.8,1,14,1,-7.5,307.0,-364.0
2020_14_DAL_CIN,2020-12-13,CIN,DAL,0,-23.0,14.8,22.8,-8.0,18.4,30.0,-11.600000000000001,-3.599999999999998,-7.199999999999999,3.6000000000000014,1,14,0,-3.0,148.0,-164.0
2020_14_HOU_CHI,2020-12-13,CHI,HOU,1,29.0,21.6,28.8,-7.199999999999999,24.4,21.2,3.1999999999999993,-2.799999999999997,7.600000000000001,-10.399999999999999,1,14,0,-1.0,104.0,-114.0
2020_14_MIN_TB,2020-12-13,TB,MIN,1,12.0,24.4,27.6,-3.200000000000003,27.2,23.0,4.199999999999999,-2.8000000000000007,4.600000000000001,-7.400000000000002,1,14,0,7.0,-317.0,271.0
2020_14_DEN_CAR,2020-12-13,CAR,DEN,0,-5.0,23.6,26.4,-2.799999999999997,15.6,27.4,-11.799999999999999,8.000000000000002,-1.0,9.000000000000002,1,14,0,4.0,-199.0,177.0
2020_14_BAL_CLE,2020-12-14,CLE,BAL,0,-5.0,21.2,20.0,1.1999999999999993,22.6,19.8,2.8000000000000007,-1.4000000000000021,0.1999999999999993,-1.6000000000000014,1,14,1,-3.0,156.0,-174.0
2020_15_LAC_LV,2020-12-17,LV,LAC,0,-3.0,26.4,32.4,-6.0,18.4,29.2,-10.8,8.0,3.1999999999999993,4.800000000000001,1,15,1,3.5,-174.0,156.0
2020_15_BUF_DEN,2020-12-19,DEN,BUF,0,-29.0,16.6,26.0,-9.399999999999999,32.2,24.4,7.800000000000004,-15.600000000000001,1.6000000000000014,-17.200000000000003,1,15,0,-5.5,212.0,-242.0
2020_15_CAR_GB,2020-12-19,GB,CAR,1,8.0,31.4,23.8,7.599999999999998,25.6,27.8,-2.1999999999999993,5.799999999999997,-4.0,9.799999999999997,1,15,0,9.5,-419.0,346.0
2020_15_CLE_NYG,2020-12-20,NYG,CLE,0,-14.0,18.6,18.4,0.20000000000000284,28.4,26.2,2.1999999999999993,-9.799999999999997,-7.800000000000001,-1.9999999999999964,1,15,0,-6.0,235.0,-271.0
2020_15_KC_NO,2020-12-20,NO,KC,0,-3.0,24.8,13.0,11.8,30.0,25.8,4.199999999999999,-5.199999999999999,-12.8,7.600000000000001,1,15,0,-2.5,124.0,-137.0
2020_15_NYJ_LA,2020-12-20,LA,NYJ,0,-3.0,26.4,18.8,7.599999999999998,17.8,31.0,-13.2,8.599999999999998,-12.2,20.799999999999997,1,15,0,17.5,-1601.0,957.0
2020_15_PHI_ARI,2020-12-20,ARI,PHI,1,7.0,24.8,24.6,0.1999999999999993,18.2,24.6,-6.400000000000002,6.600000000000001,0.0,6.600000000000001,1,15,0,6.5,-259.0,226.0
2020_15_SEA_WAS,2020-12-20,WAS,SEA,0,-5.0,26.8,17.4,9.400000000000002,23.8,16.2,7.600000000000001,3.0,1.1999999999999993,1.8000000000000007,1,15,0,-6.0,219.0,-251.0
2020_15_DET_TEN,2020-12-20,TEN,DET,1,21.0,31.6,27.0,4.600000000000001,22.6,29.8,-7.199999999999999,9.0,-2.8000000000000007,11.8,1,15,0,9.5,-389.0,325.0
2020_15_CHI_MIN,2020-12-20,MIN,CHI,0,-6.0,23.2,24.2,-1.0,24.2,25.0,-0.8000000000000007,-1.0,-0.8000000000000007,-0.1999999999999993,1,15,1,2.5,-152.0,137.0
